"","eventSec","y1","x1","is_goal","is_blocked","is_CA","body_part","foot","angle","distance","minute"
"4654",1573,30.25,24.15,0,0,0,"right","left",0.118493579754727,75.9426428299674,26
"4655",2389,12.25,23.1,0,0,0,"right","right",0.247115738273155,79.9166597149806,40
"4656",142,11.56,9.45,1,0,0,"left","left",0.318857881156381,93.2890995776034,2
"4657",288,18.49,31.5,0,0,0,"right","right",0.172842651896119,70.2339668536528,5
"4658",544,17.64,8.4,1,0,0,"head/body","right",0.165410179540305,93.0495008046792,9
"4659",1202,31.36,8.4,0,0,0,"head/body","right",0.0590195687391929,91.6380357711796,20
"4660",1266,51.84,27.3,0,0,0,"right","right",0.0583774769504177,74.8569008174931,21
"4661",1481,25,10.5,0,0,0,"head/body","right",0.106076105769635,89.9513757537927,25
"4662",1685,32.49,16.8,0,0,0,"left","left",0.0925855422532167,83.2137013958639,28
"4663",1822,39.69,10.5,1,0,0,"left","left",0.0459324322892242,89.680689671746,30
"4664",1881,18.49,7.35,0,0,0,"head/body","right",0.139739517599183,93.939249517973,31
"4665",1983,18.49,21,0,0,0,"left","right",0.197174497994275,80.5081368558483,33
"4666",2631,17.64,8.4,0,0,1,"left","left",0.165410179540305,93.0495008046792,44
"4667",2749,44.89,34.65,1,0,0,"left","left",0.0790389797833201,66.2511479145833,46
"4668",596,5.29,19.95,0,0,0,"right","right",0.340183840618865,85.0427339635786,10
"4669",790,12.25,29.4,0,0,0,"left","right",0.211763953831465,73.8743697096632,13
"4670",826,33.64,11.55,0,0,0,"left","left",0.0674448354336041,88.4507326142639,14
"4671",1360,27.04,17.85,0,0,1,"right","right",0.125412669676629,82.4443090819494,23
"4672",1422,22.09,10.5,0,0,0,"right","right",0.130675566299735,90.2889699797268,24
"4673",1472,26.01,12.6,0,0,0,"left","right",0.11175259917613,87.7644580681725,25
"4674",1861,34.81,12.6,0,0,0,"head/body","right",0.0678581936755451,87.4037533519013,31
"4675",2171,25,23.1,0,0,0,"left","left",0.146591805320491,77.4248668064725,36
"4676",576,6.25,13.65,0,0,0,"right","right",0.440453688781188,90.699421166841,10
"4677",1172,39.69,6.3,0,0,0,"head/body","right",0.0287859234962263,93.8726056951654,20
"4678",1436,12.96,13.65,0,0,0,"right","right",0.285124232568817,88.8763416213786,24
"4679",1618,39.69,8.4,0,0,0,"head/body","right",0.0376480452239177,91.7765552851053,27
"4680",1646,46.24,7.35,0,0,0,"right","right",0.0246887940973924,93.4550164517668,27
"4681",1648,30.25,3.15,0,0,0,"right","left",0.0252888903473448,96.922572190383,27
"4682",2383,25,7.35,0,0,0,"head/body","right",0.0806537240162684,93.0861026147298,40
"4683",2471,39.69,22.05,0,0,0,"right","right",0.0786450170011295,78.1573963230608,41
"4684",2520,15.21,9.45,0,0,0,"head/body","right",0.221446174082668,92.4790062662873,42
"4685",909,9,9.45,0,0,0,"left","left",0.415227283915604,93.9377586490118,15
"4686",1074,32.49,13.65,0,0,0,"head/body","right",0.0811529230392345,86.3632016544083,18
"4687",1562,11.56,10.5,0,0,0,"head/body","right",0.321870295546939,92.2702747367753,26
"4688",1710,16,26.25,0,0,0,"right","right",0.203391404488741,75.9148371532206,29
"4689",2357,34.81,10.5,1,0,0,"left","left",0.058667550128949,89.5036652880763,39
"4690",2467,16,13.65,0,0,0,"left","right",0.228867208960653,88.2061364078486,41
"4691",2717,22.09,19.95,0,0,0,"left","right",0.165823026618287,80.9311472796475,45
"4692",600,27.04,11.55,1,0,0,"right","right",0.0990045824864272,88.7234134825752,10
"4693",1321,10.24,7.35,0,0,0,"right","right",0.354215067588659,95.6481055745486,22
"4694",1915,27.04,10.5,0,0,0,"head/body","right",0.0925590609249746,89.7702155505934,32
"4695",960,7.29,7.35,0,0,0,"left","left",0.520901494755476,96.4232679388124,16
"4696",1150,43.56,14.7,0,0,0,"left","left",0.051191138190244,85.8340468578757,19
"4697",1570,10.24,10.5,0,0,0,"right","left",0.364053995183281,92.6001490279578,26
"4698",1924,47.61,15.75,0,0,0,"left","left",0.0460579806040534,85.342220500758,32
"4699",33,38.44,8.4,1,0,0,"left","left",0.040041188037174,91.7075438554539,1
"4700",492,49,11.55,0,0,0,"right","right",0.0335240355657536,89.7128892634721,8
"4701",605,9.61,10.5,0,0,0,"left","left",0.385859348595128,92.7637973565119,10
"4702",1250,38.44,22.05,0,0,1,"right","right",0.0825654829245756,78.0763478910227,21
"4703",2156,13.69,17.85,0,0,0,"head/body","left",0.259257396866232,84.6233927469231,36
"4704",2818,28.09,24.15,0,0,0,"right","left",0.129364919341109,76.0798961618639,47
"4705",2913,21.16,17.85,0,0,0,"left","left",0.171817293201236,83.1473878122458,49
"4706",132,10.89,25.2,0,0,0,"right","right",0.244221846195047,78.2886460478146,2
"4707",1387,28.09,18.9,0,0,0,"right","right",0.121520767040691,81.3150545717089,23
"4708",1447,6.25,19.95,0,0,1,"left","left",0.331935220017604,84.7234619217133,24
"4709",1585,10.89,23.1,0,0,0,"right","left",0.258765276947052,80.2974601092712,26
"4710",1696,30.25,28.35,0,0,0,"right","right",0.121090650910441,71.7480661760302,28
"4711",2520,27.04,11.55,0,0,0,"head/body","right",0.0990045824864272,88.7234134825752,42
"4712",2747,38.44,4.2,0,0,0,"left","left",0.0207436713144562,95.9028341604147,46
"4713",2790,31.36,14.7,0,0,0,"head/body","both",0.0904698481097109,85.3408436799168,46
"4714",24,8.41,6.3,0,0,1,"left","left",0.443703218376017,97.1315504869556,0
"4715",56,32.49,18.9,0,0,0,"right","right",0.0985411448923519,81.1140561185298,1
"4716",205,5.29,30.45,0,0,0,"right","right",0.232394297389637,75.2427179200752,3
"4717",345,10.24,18.9,0,0,0,"right","both",0.299099608481262,84.5088610738542,6
"4718",822,34.81,13.65,0,0,0,"right","left",0.0720356583625705,86.3537989899692,14
"4719",872,24.01,26.25,0,0,0,"right","right",0.152268586626154,74.4235352559928,15
"4720",912,13.69,10.5,0,0,0,"left","both",0.264062513266222,91.775520156521,15
"4721",1271,34.81,21,0,0,0,"right","right",0.093496027169967,79.0041524225151,21
"4722",1331,32.49,26.25,0,0,0,"right","right",0.110535688632016,73.7654566853619,22
"4723",1598,9.61,23.1,0,0,0,"right","right",0.269331533847955,80.675164084122,27
"4724",1705,5.76,13.65,0,0,0,"right","right",0.451408092283823,90.850537147559,28
"4725",1864,22.09,7.35,0,0,0,"head/body","right",0.101433713904561,93.4123685600574,31
"4726",2190,29.16,31.5,0,0,0,"right","right",0.125396446390586,68.670776899639,37
"4727",2566,17.64,21,0,0,0,"right","right",0.20514727003539,80.6762021912286,43
"4728",2599,27.04,31.5,0,0,0,"right","right",0.134032416957529,68.8526804126027,43
"4729",2680,28.09,28.35,0,0,0,"right","right",0.130646588507104,71.8933279240849,45
"4730",356,18.49,8.4,0,0,0,"head/body","right",0.152885650228821,92.903821772842,6
"4731",477,25,27.3,1,0,0,"left","right",0.14622340224613,73.2549657019918,8
"4732",964,18.49,4.2,0,0,0,"right","right",0.0885910352318919,97.0474116089656,16
"4733",1833,47.61,12.6,0,0,0,"left","left",0.0382189736414363,88.453332893679,31
"4734",1891,32.49,6.3,1,0,0,"head/body","right",0.0425994409492105,93.7121662325656,32
"4735",2820,38.44,29.4,0,0,0,"right","right",0.0921577691833672,70.7394769559402,47
"4736",143,29.16,7.35,0,0,0,"head/body","left",0.0603151661066874,92.7763337279503,2
"4737",143,22.09,4.2,1,0,0,"right","right",0.0623797897099819,96.5374958241615,2
"4738",706,19.36,9.45,0,0,0,"right","right",0.152287354058566,91.7258529532432,12
"4739",1355,20.25,28.35,0,0,0,"right","right",0.171186857069006,72.9574190881229,23
"4740",1449,18.49,9.45,0,0,0,"head/body","right",0.164083805632851,91.8687248197122,24
"4741",1982,30.25,13.65,1,0,0,"right","right",0.0915804025866199,86.4313889741453,33
"4742",2089,46.24,26.25,0,0,0,"right","right",0.0681824728263106,74.7588128584182,35
"4743",711,34.81,27.3,0,0,0,"right","right",0.102455827337826,72.7045122396128,12
"4744",993,23.04,4.2,0,0,0,"right","right",0.0573930845129641,96.4249013481476,17
"4745",1555,30.25,12.6,0,0,0,"right","right",0.0867579608153503,87.4804120932223,26
"4746",1610,8.41,9.45,1,0,1,"left","right",0.440787370231504,94.0964962153214,27
"4747",1810,9,15.75,0,0,0,"right","right",0.350174944635858,87.8809564126381,30
"4748",2163,6.76,6.3,0,0,0,"left","right",0.56971828932665,97.5792375456992,36
"4749",2234,34.81,10.5,0,0,0,"right","right",0.058667550128949,89.5036652880763,37
"4750",2379,29.16,32.55,0,0,0,"right","right",0.124985479448975,67.6234286323904,40
"4751",480,19.36,22.05,0,0,1,"left","left",0.188170544560608,79.3128747430075,8
"4752",526,17.64,9.45,1,0,1,"head/body","right",0.176842037256823,92.0160426230122,9
"4753",2012,25,9.45,0,0,0,"right","right",0.098373571935862,90.996167501714,34
"4754",2089,7.29,28.35,0,0,0,"right","right",0.241241879944909,76.4666371694218,35
"4755",2581,19.36,10.5,0,0,1,"right","right",0.161535152133919,90.6894679662418,43
"4756",451,17.64,15.75,0,0,0,"left","right",0.208157596779751,85.8237269057922,8
"4757",1185,4.84,22.05,0,0,0,"right","right",0.314469624627526,83.2256456868915,20
"4758",1554,31.36,9.45,0,0,0,"head/body","right",0.0652055611099988,90.5884766402438,26
"4759",2255,46.24,10.5,0,0,0,"right","right",0.034375837813347,90.3330924966039,38
"4760",2296,19.36,9.45,0,0,0,"head/body","right",0.152287354058566,91.7258529532432,38
"4761",72,34.81,12.6,0,0,0,"head/body","right",0.0678581936755451,87.4037533519013,1
"4762",124,43.56,6.3,0,0,0,"right","right",0.0239671153888211,94.1864300204653,2
"4763",286,59.29,21,0,0,0,"right","right",0.0389667143074493,82.9492863139883,5
"4764",310,10.89,8.4,0,0,0,"left","right",0.336539096727123,94.4702709851094,5
"4765",374,30.25,12.6,0,0,1,"left","right",0.0867579608153503,87.4804120932223,6
"4766",496,31.36,8.4,0,0,0,"head/body","right",0.0590195687391929,91.6380357711796,8
"4767",1166,19.36,25.2,0,0,0,"right","right",0.183048215242296,76.2192206730035,19
"4768",1807,26.01,11.55,0,0,0,"right","right",0.105747350103363,88.8101491947852,30
"4769",1879,23.04,19.95,1,0,0,"right","right",0.158188971743086,80.7968074864348,31
"4770",2787,7.84,15.75,0,0,0,"right","left",0.371264817389984,88.2179579224094,46
"4771",223,16,10.5,0,0,1,"right","right",0.214473391792173,91.292113569574,4
"4772",271,14.44,22.05,0,0,0,"right","right",0.232613391697953,80.3666354901087,5
"4773",379,11.56,8.4,1,0,0,"left","right",0.311758490889141,94.3086083027419,6
"4774",602,38.44,5.25,0,0,0,"right","right",0.0257551210197612,94.8539725051091,10
"4775",1565,33.64,10.5,0,0,0,"left","left",0.0624824599648268,89.5007240194179,26
"4776",2038,38.44,22.05,0,0,0,"left","right",0.0825654829245756,78.0763478910227,34
"4777",2074,25,9.45,1,0,0,"left","right",0.098373571935862,90.996167501714,35
"4778",2335,46.24,19.95,0,0,0,"right","right",0.0578224279437806,80.9803686086943,39
"4779",2695,13.69,31.5,0,0,0,"left","right",0.195189913660641,71.447505904685,45
"4780",76,57.76,25.2,0,0,0,"right","right",0.0465732784309933,78.4829764980916,1
"4781",708,36,30.45,0,0,0,"right","right",0.100525833039955,69.5787503480768,12
"4782",711,50.41,10.5,0,0,0,"right","right",0.029127220443107,90.9919672278823,12
"4783",765,25,21,0,0,1,"right","right",0.145012672452871,79.5110055275369,13
"4784",1001,49,8.4,1,0,0,"left","right",0.0250085717129775,92.8200409394437,17
"4785",1183,53.29,8.4,0,0,0,"right","right",0.0212216131367335,93.6091026556713,20
"4786",1360,20.25,28.35,0,0,0,"right","right",0.171186857069006,72.9574190881229,23
"4787",1745,38.44,19.95,0,0,0,"right","right",0.0782582897412245,80.1730384855158,29
"4788",2489,9,7.35,1,0,0,"left","right",0.416476345082316,95.9636519730257,41
"4789",2574,8.41,8.4,0,0,1,"left","right",0.448152730696783,95.1073503994302,43
"4790",2727,9.61,9.45,1,0,0,"head/body","right",0.390052421870641,93.7772605699271,45
"4791",120,40.96,14.7,0,0,0,"right","right",0.0571611703910984,85.5834773773536,2
"4792",324,10.89,9.45,0,0,0,"left","right",0.341701298487329,93.4525259155685,5
"4793",429,34.81,9.45,1,0,0,"head/body","right",0.0536698213965524,90.5536227878267,7
"4794",666,36,14.7,0,0,0,"right","right",0.0716754992970039,85.3234434373109,11
"4795",997,32.49,3.15,0,0,0,"right","right",0.021912097613369,96.8617705805546,17
"4796",1099,5.76,9.45,0,0,0,"right","right",0.565139393743718,94.8514633519167,18
"4797",1557,36,5.25,0,0,0,"right","right",0.0293237329449203,94.7711058287282,26
"4798",1605,31.36,10.5,0,0,0,"left","left",0.0710269590718832,89.5389278470543,27
"4799",2794,30.25,13.65,0,0,0,"head/body","right",0.0915804025866199,86.4313889741453,47
"4800",55,15.21,25.2,0,0,0,"left","left",0.212976489459295,77.1239528291957,1
"4801",820,15.21,9.45,1,0,0,"left","right",0.221446174082668,92.4790062662873,14
"4802",1152,26.01,10.5,0,0,0,"head/body","left",0.0990573682941879,89.8559408163979,19
"4803",1538,47.61,14.7,0,0,0,"right","right",0.0435472946686568,86.3789447724386,26
"4804",1891,31.36,13.65,1,0,0,"left","right",0.0861920359498066,86.3903472617167,32
"4805",2435,12.96,11.55,0,0,0,"left","right",0.285569981364156,90.9180075672581,41
"4806",2717,15.21,10.5,0,0,0,"left","right",0.230041883046795,91.4511569090299,45
"4807",260,31.36,9.45,0,0,0,"head/body","left",0.0652055611099988,90.5884766402438,4
"4808",497,16,22.05,0,0,0,"right","right",0.217948262099073,80.0012656149889,8
"4809",608,39.69,17.85,0,0,0,"left","right",0.0693702447808096,82.3468190035292,10
"4810",687,16,16.8,0,0,0,"left","left",0.230157444768495,85.1248494859169,11
"4811",949,11.56,19.95,0,0,0,"left","right",0.27466602628244,83.135769076854,16
"4812",1372,32.49,25.2,0,0,0,"right","right",0.109540148681869,74.8152397576857,23
"4813",1472,17.64,22.05,1,0,0,"right","right",0.203044083549983,79.6483025556728,25
"4814",1613,25,14.7,0,0,0,"left","right",0.129279433269542,85.7734807501713,27
"4815",1798,22.09,7.35,0,0,0,"head/body","left",0.101433713904561,93.4123685600574,30
"4816",2228,51.84,23.1,0,0,0,"left","right",0.0526672983288799,78.9422295099397,37
"4817",2697,31.36,11.55,0,0,0,"right","left",0.0764698360525132,88.4893897594508,45
"4818",2718,47.61,19.95,0,0,0,"right","right",0.055024155871345,81.1987352118246,45
"4819",106,5.29,7.35,0,0,0,"left","right",0.665007486141217,96.9963226107052,2
"4820",271,9,32.55,0,0,0,"right","right",0.208328948024207,71.934014902548,5
"4821",556,10.24,10.5,0,0,0,"left","right",0.364053995183281,92.6001490279578,9
"4822",775,21.16,17.85,0,0,0,"left","left",0.171817293201236,83.1473878122458,13
"4823",937,31.36,3.15,0,0,0,"head/body","left",0.0235247950209328,96.8859747331883,16
"4824",1290,30.25,14.7,0,0,1,"right","left",0.0959720578548226,85.3823898705113,22
"4825",1750,29.16,22.05,0,0,0,"right","right",0.121389844790695,78.1001158769947,29
"4826",1955,9.61,22.05,0,0,0,"right","right",0.278188416111619,81.676646601094,33
"4827",2134,10.89,23.1,0,0,0,"right","right",0.258765276947052,80.2974601092712,36
"4828",2658,20.25,4.2,1,0,0,"left","left",0.0740701035872735,96.7817260643764,44
"4829",195,43.56,6.3,0,0,0,"right","right",0.0239671153888211,94.1864300204653,3
"4830",459,24.01,8.4,0,0,0,"head/body","right",0.096735760540465,92.1431500438313,8
"4831",728,7.29,28.35,0,0,0,"right","right",0.241241879944909,76.4666371694218,12
"4832",1296,36,6.3,0,0,0,"right","right",0.0348616135719158,93.7213422865891,22
"4833",1479,18.49,22.05,0,0,0,"right","right",0.195587465601266,79.4780636402272,25
"4834",1717,21.16,12.6,0,0,0,"right","right",0.154270121378058,88.3381321966907,29
"4835",1985,19.36,7.35,0,0,0,"head/body","right",0.128790321105151,93.7995314487231,33
"4836",2278,25,32.55,0,0,0,"right","right",0.141625196692595,68.0477957027265,38
"4837",2545,29.16,11.55,0,0,0,"head/body","right",0.0869132453322816,88.5823238575281,42
"4838",262,7.84,24.15,0,0,0,"right","right",0.273032352070915,80.2344570617886,4
"4839",1734,54.76,19.95,0,0,0,"left","left",0.0431368606524162,82.6981263391136,29
"4840",1836,29.16,13.65,1,0,0,"right","right",0.0973407497741914,86.4855369411557,31
"4841",1949,27.04,55.65,0,0,0,"right","right",0.106383545294727,44.8928067734687,32
"4842",2246,40.96,29.4,0,0,0,"right","right",0.084902060764462,70.942241295296,37
"4843",2381,5.29,28.35,0,0,0,"left","left",0.248362100870253,77.1879951805979,40
"4844",2736,31.36,18.9,0,0,1,"right","right",0.103860414555594,81.1429577967182,46
"4845",2767,16.81,22.05,0,0,0,"right","right",0.210508772211966,79.8229202673017,46
"4846",2951,25,25.2,0,0,0,"right","right",0.146902480889905,75.3394982728184,49
"4847",143,37.21,11.55,0,0,0,"left","left",0.0561329838757805,88.5082289959527,2
"4848",309,43.56,10.5,0,0,0,"right","right",0.0385202339170085,90.0091306479515,5
"4849",1000,7.84,8.4,0,0,0,"right","right",0.478193960652038,95.262298943496,17
"4850",1149,27.04,8.4,0,0,0,"head/body","right",0.0778405904578439,91.8640386658457,19
"4851",1288,44.89,21,0,0,0,"right","right",0.0628470644540942,79.7470507291649,21
"4852",2326,39.69,9.45,0,0,0,"head/body","left",0.0418686103709384,90.7285985783975,39
"4853",2471,32.49,7.35,0,0,0,"head/body","right",0.0490399008544412,92.6623040939518,41
"4854",2850,9.61,13.65,0,0,0,"left","right",0.360218654507065,89.7284492231979,48
"4855",323,10.24,27.3,0,0,0,"right","right",0.234432213084069,76.4841656815317,5
"4856",712,36,24.15,0,0,0,"left","left",0.0944631430812099,75.8763632496972,12
"4857",903,36,12.6,0,0,0,"right","right",0.0639022462159911,87.4228803002967,15
"4858",976,21.16,15.75,0,0,0,"right","right",0.16736435566184,85.2228144336949,16
"4859",1130,37.21,18.9,0,0,0,"right","right",0.0798737462600565,81.1635022654888,19
"4860",1582,29.16,7.35,0,0,0,"head/body","right",0.0603151661066874,92.7763337279503,26
"4861",2082,16,9.45,0,0,0,"head/body","right",0.205472570147836,92.32173362757,35
"4862",2428,15.21,9.45,0,0,0,"head/body","right",0.221446174082668,92.4790062662873,40
"4863",2730,15.21,11.55,0,0,0,"head/body","left",0.236141683864782,90.4238165529414,45
"4864",817,6.76,13.65,1,0,0,"right","right",0.428684843752416,90.5446856529968,14
"4865",1357,24.01,10.5,0,0,0,"head/body","right",0.113656379265052,90.0558165806074,23
"4866",1420,8.41,9.45,1,0,0,"right","right",0.440787370231504,94.0964962153214,24
"4867",1685,46.24,13.65,0,0,0,"left","right",0.0432077136191338,87.2131876495751,28
"4868",1849,27.04,26.25,0,0,0,"right","right",0.135743864260199,74.0776896237997,31
"4869",2271,30.25,9.45,0,0,0,"left","left",0.0696913282632492,90.6276172035876,38
"4870",2647,13.69,9.45,0,0,0,"head/body","right",0.256892046091878,92.7997769393871,44
"4871",164,17.64,10.5,0,0,0,"head/body","right",0.186189498886508,90.9829632403781,3
"4872",1081,39.69,29.4,0,0,0,"right","right",0.0884679363962472,70.828921352792,18
"4873",3025,36,12.6,0,0,0,"left","left",0.0639022462159911,87.4228803002967,50
"4874",63,12.96,12.6,1,0,0,"left","left",0.286278474826041,89.8968386540928,1
"4875",1479,26.01,18.9,0,0,0,"left","right",0.134768935624768,81.492638317826,25
"4876",1583,51.84,30.45,0,0,0,"right","right",0.0618156408204199,71.8015884225412,26
"4877",1712,12.96,8.4,1,0,0,"left","left",0.266624110693033,93.9853265143022,29
"4878",207,6.76,25.2,0,0,0,"right","right",0.269682168933553,79.605637991288,3
"4879",370,12.25,9.45,0,0,0,"head/body","right",0.297062973706608,93.1255335555185,6
"4880",489,33.64,14.7,0,0,0,"right","left",0.0804677446788993,85.300759668364,8
"4881",666,31.36,18.9,1,0,0,"left","left",0.103860414555594,81.1429577967182,11
"4882",836,29.16,8.4,0,0,0,"right","right",0.0676542026753077,91.7277798706586,14
"4883",1149,26.01,11.55,0,0,0,"head/body","left",0.105747350103363,88.8101491947852,19
"4884",1256,18.49,9.45,0,0,0,"head/body","right",0.164083805632851,91.8687248197122,21
"4885",1859,44.89,19.95,0,0,0,"left","left",0.0607796708567527,80.7873418302645,31
"4886",558,23.04,11.55,1,0,0,"left","left",0.129177843026867,89.12645005833,9
"4887",1557,19.36,29.4,0,0,0,"left","right",0.173797772186559,72.1019389475762,26
