"","eventSec","y1","x1","is_goal","is_blocked","is_CA","body_part","foot","angle","distance","minute"
"24581",2233,10.89,22.05,0,0,0,"right","right",0.266433604420922,81.3035952464588,37
"24582",2612,28.09,14.7,0,0,0,"right","right",0.10807715817191,85.5044916948812,44
"24583",71,28.09,30.45,0,0,0,"left","left",0.130154333159383,69.8006489941175,1
"24584",219,14.44,31.5,0,0,0,"right","right",0.191806895359552,71.2379365226141,4
"24585",803,22.09,27.3,0,0,0,"left","right",0.162376178932307,73.6691122520151,13
"24586",925,14.44,10.5,0,0,0,"right","left",0.246574555580381,91.6124642174852,15
"24587",1360,59.29,31.5,0,0,0,"left","right",0.0512616533658572,73.0194090636181,23
"24588",1443,28.09,4.2,0,0,0,"head/body","right",0.0387355507872399,95.9821238564765,24
"24589",1472,40.96,24.15,0,0,0,"left","left",0.0784921024459217,76.168655626839,25
"24590",1536,19.36,23.1,0,0,0,"left","left",0.186723756234081,78.2811573751947,26
"24591",1883,10.89,15.75,0,0,1,"left","left",0.315462485194477,87.3620890317991,31
"24592",1899,26.01,17.85,0,0,0,"right","right",0.132313734596144,82.5376435331177,32
"24593",1935,10.24,12.6,0,0,0,"right","right",0.353148540601173,90.5720575011963,32
"24594",2232,49,17.85,0,0,0,"right","right",0.0482445174401547,83.5082181584543,37
"24595",2350,15.21,13.65,0,0,0,"left","left",0.242300163624999,88.3707338432809,39
"24596",2353,46.24,4.2,0,0,0,"head/body","right",0.01434939700511,96.5787637112839,39
"24597",2574,28.09,6.3,0,0,0,"left","right",0.0565000820441301,93.8861976011384,43
"24598",227,47.61,12.6,0,0,0,"left","left",0.0382189736414363,88.453332893679,4
"24599",228,20.25,5.25,1,0,0,"right","right",0.0903412018022372,95.7424931783166,4
"24600",932,25,29.4,0,0,0,"right","right",0.144788078986485,71.1713425474046,16
"24601",1497,6.25,11.55,0,0,0,"head/body","right",0.488531913435391,92.7009439002646,25
"24602",1805,29.16,8.4,1,0,0,"left","left",0.0676542026753077,91.7277798706586,30
"24603",2041,37.21,33.6,0,0,0,"right","right",0.0980594410321932,66.4775458331608,34
"24604",2125,13.69,28.35,0,0,0,"right","right",0.209142314635245,74.4729387093057,35
"24605",2226,26.01,24.15,0,0,0,"right","right",0.140897078192747,76.2696702497133,37
"24606",2519,9.61,22.05,0,0,0,"right","right",0.278188416111619,81.676646601094,42
"24607",2864,33.64,22.05,0,0,0,"right","right",0.100261242646721,77.9508312976841,48
"24608",275,44.89,29.4,0,0,0,"right","right",0.0749473714782707,71.4349501294709,5
"24609",376,26.01,8.4,0,0,0,"left","right",0.0836117529698127,91.9478118282322,6
"24610",502,22.09,9.45,0,0,0,"head/body","right",0.12206622086808,91.3298998138069,8
"24611",881,43.56,30.45,0,0,0,"right","right",0.0791200669644486,70.2039607144782,15
"24612",1280,39.69,14.7,0,0,0,"right","right",0.0604462820546375,85.4895671997467,21
"24613",1708,33.64,4.2,0,0,0,"head/body","right",0.0270592995383083,95.8006764067979,28
"24614",1710,26.01,1.05,1,0,0,"right","right",0.0115708289273398,99.2720635425697,29
"24615",2102,47.61,12.6,0,0,0,"right","right",0.0382189736414363,88.453332893679,35
"24616",2430,26.01,17.85,1,0,1,"right","right",0.132313734596144,82.5376435331177,41
"24617",2621,12.25,27.3,0,0,0,"right","right",0.222820177950871,75.8838092085525,44
"24618",2752,12.96,13.65,0,0,0,"right","right",0.285124232568817,88.8763416213786,46
"24619",411,21.16,18.9,0,0,0,"right","right",0.173031145442464,82.1101431005938,7
"24620",485,39.69,6.3,0,0,0,"head/body","left",0.0287859234962263,93.8726056951654,8
"24621",610,36,9.45,0,0,0,"head/body","right",0.0503791238293325,90.5720845514776,10
"24622",714,16.81,9.45,0,0,0,"head/body","right",0.190620268955215,92.1672317041149,12
"24623",1102,11.56,10.5,0,0,0,"head/body","right",0.321870295546939,92.2702747367753,18
"24624",1220,53.29,11.55,0,0,1,"right","right",0.0285567036574303,90.5290373305715,20
"24625",1718,11.56,32.55,0,0,0,"right","right",0.199284030716678,71.0848514101282,29
"24626",2080,9.61,9.45,0,0,0,"left","right",0.390052421870641,93.7772605699271,35
"24627",2145,34.81,8.4,1,0,0,"head/body","right",0.0484198249091253,91.6035812618699,36
"24628",2238,18.49,15.75,0,0,0,"right","right",0.197363205216425,85.6657609550047,37
"24629",269,34.81,3.15,0,0,0,"head/body","left",0.0190812774178837,96.8533871374667,4
"24630",541,31.36,9.45,0,0,0,"head/body","left",0.0652055611099988,90.5884766402438,9
"24631",697,38.44,6.3,0,0,0,"right","left",0.0306540967597617,93.8051363199265,12
"24632",746,23.04,27.3,0,0,0,"left","right",0.156954681913088,73.5215043371665,12
"24633",1107,17.64,8.4,0,0,0,"head/body","right",0.165410179540305,93.0495008046792,18
"24634",1329,9,18.9,0,0,0,"right","right",0.314834993029131,84.865835293126,22
"24635",1480,49,10.5,0,0,1,"right","left",0.0307607025826393,90.7482782205811,25
"24636",1659,20.25,10.5,0,0,1,"left","left",0.15047635095465,90.5500552180947,28
"24637",1661,17.64,4.2,0,0,0,"left","left",0.0971649558609776,97.1868797729405,28
"24638",2010,13.69,30.45,0,0,0,"left","right",0.199707822998946,72.4548038434996,33
"24639",2216,12.96,21,0,0,0,"left","left",0.252594494531494,81.7537864566529,37
"24640",2327,21.16,24.15,0,0,0,"left","right",0.172008493217623,76.9291108748827,39
"24641",2564,7.29,23.1,0,0,0,"left","left",0.286785117301011,81.406597398491,43
"24642",296,13.69,9.45,0,0,0,"left","left",0.256892046091878,92.7997769393871,5
"24643",634,15.21,24.15,0,0,0,"left","left",0.217169759057248,78.1427322276358,11
"24644",944,38.44,21,0,0,0,"right","right",0.0805084397656533,79.1246712473423,16
"24645",1069,9.61,17.85,0,0,1,"left","left",0.317524340910516,85.6941923353036,18
"24646",1706,7.29,22.05,0,0,0,"right","right",0.297760456563374,82.3991905300046,28
"24647",2321,10.89,13.65,0,0,1,"right","right",0.330201057463284,89.3890071541238,39
"24648",2780,27.04,17.85,0,0,0,"left","right",0.125412669676629,82.4443090819494,46
"24649",2876,26.01,17.85,0,0,1,"right","right",0.132313734596144,82.5376435331177,48
"24650",2919,27.04,11.55,0,0,0,"head/body","right",0.0990045824864272,88.7234134825752,49
"24651",1055,6.25,9.45,0,0,0,"left","right",0.541648842838455,94.7067315453342,18
"24652",1057,37.21,10.5,0,0,0,"right","right",0.0518355292655061,89.5575463040385,18
"24653",1869,36,26.25,0,0,0,"right","right",0.0971488247795745,73.7771136599962,31
"24654",2602,29.16,19.95,0,0,0,"right","right",0.117707882489085,80.1961850713611,43
"24655",166,18.49,21,0,0,0,"left","right",0.197174497994275,80.5081368558483,3
"24656",240,21.16,2.1,1,0,0,"head/body","right",0.0350207747570585,98.738420080534,4
"24657",390,13.69,10.5,1,0,0,"right","right",0.264062513266222,91.775520156521,6
"24658",458,29.16,33.6,0,0,0,"right","right",0.124464304608261,66.5761639027062,8
"24659",616,46.24,11.55,0,0,0,"right","right",0.037422993955321,89.2928894145553,10
"24660",939,43.56,10.5,0,0,0,"right","right",0.0385202339170085,90.0091306479515,16
"24661",967,39.69,9.45,0,0,0,"right","right",0.0418686103709384,90.7285985783975,16
"24662",1123,11.56,15.75,0,0,0,"right","right",0.303369854404901,87.1872473473042,19
"24663",1201,23.04,13.65,1,0,0,"right","right",0.141033098795826,87.0427716700244,20
"24664",1399,38.44,12.6,0,0,0,"left","right",0.0567671100163858,87.5127053632785,23
"24665",1451,13.69,22.05,0,0,0,"left","right",0.239769057322089,80.5524586837671,24
"24666",1675,10.89,26.25,0,0,0,"right","right",0.237363024233207,77.2860569572546,28
"24667",1878,17.64,11.55,0,0,0,"head/body","right",0.193625539970594,89.9502757083045,31
"24668",2114,59.29,26.25,0,0,0,"left","right",0.0458164780059948,77.9656757810769,35
"24669",2473,5.76,21,0,0,0,"left","left",0.321996637567788,83.8957543621845,41
"24670",975,46.24,18.9,0,0,0,"left","right",0.0556839851317413,82.0184588979822,16
"24671",1004,33.64,5.25,0,0,0,"head/body","right",0.0335268342340382,94.750683902545,17
"24672",1795,26.01,5.25,1,0,0,"left","left",0.0555829425180046,95.0862902841414,30
"24673",2668,47.61,19.95,0,0,0,"right","right",0.055024155871345,81.1987352118246,44
"24674",252,13.69,18.9,0,0,0,"right","left",0.254770155862245,83.6044622014878,4
"24675",472,36,2.1,0,0,0,"head/body","right",0.0119433543918841,97.9204268781545,8
"24676",662,14.44,26.25,0,0,0,"right","right",0.213992481154295,76.2997778502664,11
"24677",723,26.01,5.25,1,0,0,"right","right",0.0555829425180046,95.0862902841414,12
"24678",1152,20.25,5.25,0,0,0,"left","left",0.0903412018022372,95.7424931783166,19
"24679",1252,14.44,7.35,0,0,0,"left","left",0.212684427117541,94.6922177372565,21
"24680",2065,21.16,10.5,1,0,0,"left","left",0.140205130663328,90.4163458673264,34
"24681",2367,10.24,22.05,0,0,0,"right","right",0.27246273616016,81.4907362833347,39
"24682",2580,18.49,7.35,0,0,0,"left","left",0.139739517599183,93.939249517973,43
"24683",58,11.56,7.35,0,0,1,"left","right",0.299459991229752,95.3287789704662,1
"24684",489,43.56,13.65,0,0,0,"right","right",0.048222813361257,86.8775926231845,8
"24685",949,16,26.25,0,0,0,"right","right",0.203391404488741,75.9148371532206,16
"24686",1169,12.25,23.1,0,0,1,"left","right",0.247115738273155,79.9166597149806,19
"24687",1805,38.44,9.45,0,0,0,"head/body","right",0.0444972879260743,90.6587894249642,30
"24688",2538,24.01,25.2,0,0,0,"right","right",0.152761153463013,75.4641643430841,42
"24689",2771,13.69,1.05,0,0,0,"right","right",0.0438610041155018,101.012863537274,46
"24690",188,27.04,25.2,0,0,0,"right","right",0.135520786750105,75.1231096267986,3
"24691",422,16,21,0,0,0,"right","right",0.221187749102073,81.0246875958186,7
"24692",1124,16,8.4,0,0,0,"left","left",0.193877867223134,93.3518076954057,19
"24693",2114,12.96,9.45,0,0,0,"right","right",0.276392786080123,92.9622724550126,35
"24694",2166,12.25,3.15,0,0,0,"left","right",0.156018141063744,99.2622032799998,36
"24695",269,49,15.75,0,0,0,"left","left",0.0437143832317359,85.5748940986783,4
"24696",606,26.01,10.5,0,0,0,"head/body","right",0.0990573682941879,89.8559408163979,10
"24697",756,9,9.45,0,0,0,"left","left",0.415227283915604,93.9377586490118,13
"24698",1085,50.41,19.95,0,0,0,"left","left",0.0498715415324974,81.714690233764,18
"24699",1301,36,4.2,1,0,0,"right","right",0.023640380617276,95.820874552469,22
"24700",1413,51.84,18.9,0,0,0,"left","left",0.0456096774287306,83.0390004756801,24
"24701",1443,42.25,8.4,0,0,0,"right","right",0.0333646100904413,91.9707698130227,24
"24702",1934,5.76,29.4,1,0,0,"left","left",0.238765685574697,76.0385270767392,32
"24703",2586,14.44,19.95,0,0,0,"right","right",0.241411299692416,82.4050732661527,43
"24704",2642,27.04,13.65,0,0,0,"left","right",0.110071247306818,86.630041556033,44
"24705",2740,42.25,5.25,0,0,0,"head/body","right",0.0213558968690573,95.108490683009,46
"24706",289,13.69,9.45,1,0,0,"right","right",0.256892046091878,92.7997769393871,5
"24707",413,43.56,16.8,0,0,0,"left","left",0.0567064286395487,83.7474393638397,7
"24708",929,5.76,11.55,0,0,0,"right","right",0.504318159378734,92.8488023616891,15
"24709",1140,50.41,26.25,0,0,0,"right","right",0.0596617353557632,75.5536273119961,19
"24710",1223,16,12.6,0,0,0,"head/body","right",0.225874785758457,89.2342983386993,20
"24711",1527,21.16,10.5,0,0,0,"head/body","right",0.140205130663328,90.4163458673264,25
"24712",1772,22.09,30.45,0,0,0,"right","right",0.157688264285926,70.5623879981396,30
"24713",2084,16,10.5,1,0,0,"right","right",0.214473391792173,91.292113569574,35
"24714",483,32.49,8.4,0,0,0,"head/body","right",0.0552008383449002,91.612445115279,8
"24715",1134,51.84,12.6,0,0,0,"left","right",0.032547675935431,89.202161408791,19
"24716",1252,46.24,6.3,0,0,0,"right","right",0.0213030594921007,94.4960718760309,21
"24717",1349,34.81,12.6,0,0,0,"head/body","right",0.0678581936755451,87.4037533519013,22
"24718",1401,12.96,10.5,0,0,0,"right","right",0.282478107482256,91.9398259732963,23
"24719",1482,12.25,13.65,0,0,0,"head/body","right",0.300016022542638,89.0470942816216,25
"24720",1973,30.25,17.85,0,0,0,"right","right",0.106668190184523,82.2355458424154,33
"24721",210,36,34.65,0,0,0,"right","right",0.101787492382288,65.3805972747267,3
"24722",912,21.16,7.35,0,0,0,"right","right",0.109723448522818,93.535491125027,15
"24723",942,20.25,7.35,0,0,0,"left","right",0.118814837333796,93.6647479044277,16
"24724",1310,16.81,11.55,0,0,0,"right","right",0.207000687391715,90.1049310526344,22
"24725",1478,29.16,30.45,0,0,0,"right","right",0.125683102972816,69.7182049395995,25
"24726",1839,53.29,9.45,0,0,0,"right","right",0.0237199612171199,92.581891317903,31
"24727",2629,20.25,9.45,0,0,0,"head/body","right",0.141392467990582,91.5880177752527,44
"24728",2838,24.01,7.35,0,0,0,"head/body","right",0.0869643358268949,93.1870302134369,47
"24729",105,39.69,26.25,0,0,0,"right","left",0.0851570206829904,73.9691733088859,2
"24730",354,14.44,26.25,0,0,0,"right","right",0.213992481154295,76.2997778502664,6
"24731",517,5.76,22.05,0,0,0,"right","right",0.308790088663501,82.9077806963858,9
"24732",818,36,28.35,0,0,0,"left","left",0.0991415294718466,71.6779080330893,14
"24733",1311,31.36,7.35,1,0,0,"head/body","right",0.0524888339486286,92.6876048886797,22
"24734",1476,18.49,8.4,1,0,0,"head/body","right",0.152885650228821,92.903821772842,25
"24735",2073,14.44,18.9,0,0,0,"right","right",0.245431880341942,83.4254373677477,35
"24736",316,30.25,13.65,0,0,0,"left","left",0.0915804025866199,86.4313889741453,5
"24737",482,23.04,14.7,0,0,0,"head/body","left",0.145653363291103,86.001230223759,8
"24738",1612,26.01,26.25,0,0,0,"right","right",0.141158040470039,74.18155161494,27
"24739",1902,6.25,14.7,0,0,0,"right","right",0.418764727352894,89.700348382824,32
"24740",1952,37.21,23.1,1,0,0,"right","right",0.0885395057564134,76.9669675899993,33
"24741",2009,29.16,6.3,0,0,0,"right","right",0.0525593511884911,93.8249199306879,33
"24742",2213,43.56,10.5,0,0,0,"right","right",0.0385202339170085,90.0091306479515,37
"24743",2349,19.36,10.5,1,0,0,"head/body","right",0.161535152133919,90.6894679662418,39
"24744",2801,36,9.45,0,0,0,"left","left",0.0503791238293325,90.5720845514776,47
"24745",2870,22.09,6.3,0,0,0,"head/body","right",0.0894348315778656,94.453894043602,48
"24746",117,27.04,12.6,0,0,0,"right","right",0.104838692947889,87.6766878936471,2
"24747",121,29.16,7.35,0,0,0,"right","right",0.0603151661066874,92.7763337279503,2
"24748",689,36,16.8,0,0,0,"right","left",0.078425543499903,83.2240349898994,11
"24749",1214,13.69,9.45,0,0,0,"right","right",0.256892046091878,92.7997769393871,20
"24750",1305,16,8.4,0,0,0,"head/body","right",0.193877867223134,93.3518076954057,22
"24751",1543,20.25,2.1,1,0,0,"right","left",0.0383080644989486,98.8608744650785,26
"24752",1727,11.56,14.7,0,0,1,"right","right",0.309646412209906,88.2022879521841,29
"24753",1862,19.36,9.45,0,0,0,"left","right",0.152287354058566,91.7258529532432,31
"24754",2089,27.04,11.55,1,0,1,"right","right",0.0990045824864272,88.7234134825752,35
"24755",2534,7.84,19.95,0,0,0,"left","right",0.316380559227257,84.216079818524,42
"24756",289,30.25,7.35,0,0,0,"head/body","left",0.0562371724730682,92.7258593920811,5
"24757",838,40.96,23.1,0,0,0,"left","left",0.0767809371833559,77.2143225056077,14
"24758",1383,9,15.75,0,0,0,"right","right",0.350174944635858,87.8809564126381,23
"24759",1515,72.25,8.4,0,0,0,"right","right",0.0116510468228154,99.2654144201292,25
"24760",1523,16,10.5,0,0,0,"left","right",0.214473391792173,91.292113569574,25
"24761",2104,14.44,11.55,0,0,0,"left","right",0.251887824270687,90.58695325487,35
"24762",2186,6.76,14.7,0,0,0,"left","right",0.408797554091284,89.5438864468144,36
"24763",572,26.01,14.7,0,0,0,"left","left",0.121780896284917,85.6733920187592,10
"24764",1173,18.49,4.2,0,0,0,"right","right",0.0885910352318919,97.0474116089656,20
"24765",1790,23.04,12.6,0,0,0,"left","left",0.135559786359772,88.084513962444,30
"24766",2016,4,33.6,0,0,0,"right","right",0.214026709070417,72.8626104390997,34
"24767",2410,6.25,34.65,0,0,0,"left","left",0.203957727551083,70.9977816554855,40
"24768",2503,16.81,12.6,0,0,0,"head/body","right",0.212278186261925,89.0744413398142,42
"24769",267,64,26.25,0,0,0,"right","right",0.0402472012916323,79.6182296964709,4
"24770",390,16.81,7.35,0,0,0,"head/body","right",0.164952492732595,94.2311975940028,6
"24771",712,36,3.15,1,0,0,"head/body","right",0.017837581888479,96.8706482893554,12
"24772",850,67.24,31.5,0,0,0,"right","right",0.041898552844889,76.1390018321753,14
"24773",904,10.89,27.3,0,0,0,"left","left",0.23078039589837,76.2847435599019,15
"24774",1070,20.25,28.35,0,0,0,"right","right",0.171186857069006,72.9574190881229,18
"24775",1107,15.21,26.25,0,0,0,"left","left",0.208763098436736,76.106022100751,18
"24776",1955,12.25,12.6,0,0,0,"right","right",0.302610677434997,90.0656566067222,33
"24777",2161,40.96,8.4,0,0,0,"right","right",0.0354272692809799,91.8640386658457,36
"24778",2203,16.81,15.75,0,0,0,"right","left",0.219308354092602,85.9858046423943,37
"24779",139,31.36,10.5,0,0,0,"right","right",0.0710269590718832,89.5389278470543,2
"24780",218,37.21,18.9,0,0,0,"left","left",0.0798737462600565,81.1635022654888,4
"24781",1455,28.09,16.8,0,0,0,"left","left",0.115726802059427,83.4096403301201,24
"24782",2283,22.09,9.45,1,0,0,"right","right",0.12206622086808,91.3298998138069,38
"24783",887,17.64,19.95,0,0,0,"left","left",0.206883355769962,81.704663881568,15
"24784",1437,23.04,24.15,0,0,0,"right","right",0.159249653567496,76.6377459219672,24
"24785",2138,7.84,23.1,0,0,0,"left","left",0.282899231461491,81.2278006596264,36
"24786",2181,18.49,9.45,0,0,0,"head/body","left",0.164083805632851,91.8687248197122,36
"24787",2271,36,14.7,0,0,0,"left","left",0.0716754992970039,85.3234434373109,38
"24788",2554,7.84,21,0,0,0,"left","left",0.304533745364008,83.2186613687098,43
"24789",313,9.61,7.35,0,0,0,"right","right",0.384457170732371,95.8065477929353,5
"24790",422,39.69,11.55,0,0,0,"right","right",0.0498294483305457,88.6328302605756,7
"24791",457,23.04,3.15,0,0,0,"head/body","right",0.043694918577407,97.4681696760537,8
"24792",940,12.25,21,0,0,0,"right","right",0.260077859348461,81.9393830828619,16
"24793",1020,14.44,7.35,0,0,0,"right","right",0.212684427117541,94.6922177372565,17
"24794",1181,42.25,25.2,0,0,0,"right","right",0.0764962495808159,75.2535879543295,20
"24795",1185,27.04,3.15,1,0,0,"left","left",0.0316760366177429,97.0997636454384,20
"24796",1562,34.81,4.2,1,0,0,"right","right",0.0252779148398815,95.803424260305,26
"24797",1712,15.21,13.65,0,0,0,"right","right",0.242300163624999,88.3707338432809,29
"24798",2183,20.25,6.3,0,0,0,"head/body","right",0.105293280653681,94.7034978234701,36
"24799",2519,23.04,13.65,0,0,0,"head/body","right",0.141033098795826,87.0427716700244,42
"24800",2712,18.49,10.5,0,0,0,"right","right",0.173425819485125,90.8339699671879,45
"24801",796,17.64,8.4,0,0,0,"head/body","right",0.165410179540305,93.0495008046792,13
"24802",979,12.96,15.75,1,0,0,"right","right",0.278881164981178,86.837457931471,16
"24803",1105,49,5.25,0,0,0,"right","right",0.0159106010972947,95.929987490878,18
"24804",1375,8.41,13.65,0,0,0,"right","left",0.389165567453513,90.062037507487,23
"24805",1416,49,30.45,0,0,0,"left","left",0.0671408557030375,71.1491567061761,24
"24806",1810,9.61,6.3,0,0,0,"right","left",0.370713331085908,96.8223223229024,30
"24807",1906,4,29.4,0,0,0,"left","left",0.243313638661094,76.7095821915359,32
"24808",1957,20.25,18.9,0,0,0,"right","right",0.181495888147321,82.2573552942228,33
"24809",2354,14.44,17.85,0,0,0,"right","right",0.249054135707528,84.4465280517796,39
"24810",1140,49,10.5,0,0,0,"right","right",0.0307607025826393,90.7482782205811,19
"24811",1167,11.56,11.55,0,0,0,"left","left",0.321747597452703,91.2521566868422,19
"24812",1286,24.01,18.9,1,0,0,"left","left",0.149212806176924,81.7129738780813,21
"24813",1397,30.25,15.75,0,0,0,"left","left",0.0999416838785961,84.3334156784842,23
"24814",1608,36,13.65,0,0,0,"left","right",0.0679164660523143,86.3731584463599,27
"24815",1781,19.36,9.45,0,0,0,"head/body","left",0.152287354058566,91.7258529532432,30
"24816",1848,43.56,36.75,0,0,0,"right","right",0.0829744018857336,63.9683992296196,31
"24817",2568,9,11.55,0,0,1,"left","left",0.398148471635011,91.9151918890452,43
"24818",2639,37.21,18.9,0,0,0,"left","left",0.0798737462600565,81.1635022654888,44
"24819",770,13.69,9.45,0,0,0,"left","right",0.256892046091878,92.7997769393871,13
"24820",781,7.29,30.45,0,0,0,"right","right",0.226554797222738,74.5025274739052,13
"24821",1104,18.49,26.25,0,0,0,"right","right",0.186638732885739,75.3632708950454,18
"24822",1482,11.56,10.5,0,0,0,"left","right",0.321870295546939,92.2702747367753,25
"24823",2207,36,9.45,0,0,0,"head/body","right",0.0503791238293325,90.5720845514776,37
"24824",2663,50.41,8.4,0,0,1,"right","left",0.0236599919405952,93.0583048416422,44
"24825",2713,36,12.6,0,0,0,"head/body","right",0.0639022462159911,87.4228803002967,45
"24826",273,11.56,19.95,0,0,0,"right","right",0.27466602628244,83.135769076854,5
"24827",735,47.61,9.45,0,0,0,"right","right",0.0295199114798115,91.5671043552214,12
"24828",1202,16,13.65,0,0,0,"left","left",0.228867208960653,88.2061364078486,20
"24829",1399,37.21,5.25,1,0,0,"left","left",0.0274676012845865,94.8043596043979,23
"24830",1603,16.81,6.3,0,0,0,"left","right",0.148210456827943,95.2637711829634,27
"24831",1834,11.56,10.5,0,0,0,"head/body","left",0.321870295546939,92.2702747367753,31
"24832",2002,26.01,29.4,0,0,0,"left","left",0.139969180927852,71.0506868369335,33
"24833",2730,23.04,28.35,0,0,0,"right","right",0.155801578374663,72.483405687095,45
"24834",91,16,28.35,0,0,0,"right","right",0.195792941403949,73.8764001559361,2
"24835",589,36,33.6,0,0,0,"left","left",0.101637141668067,66.4301136533726,10
"24836",1574,10.24,10.5,0,0,0,"head/body","right",0.364053995183281,92.6001490279578,26
"24837",1955,12.25,22.05,0,0,0,"left","left",0.25355576089488,80.9275293086351,33
"24838",2210,27.04,31.5,0,0,0,"right","right",0.134032416957529,68.8526804126027,37
"24839",2340,29.16,11.55,0,0,0,"head/body","right",0.0869132453322816,88.5823238575281,39
"24840",708,19.36,15.75,0,0,0,"left","right",0.186953346946023,85.5125259830395,12
"24841",1295,12.25,27.3,0,0,0,"right","right",0.222820177950871,75.8838092085525,22
"24842",1488,30.25,4.2,0,0,0,"right","right",0.0334301268212191,95.8733670004345,25
"24843",1490,24.01,5.25,1,0,0,"right","right",0.0649726622518245,95.2751940433605,25
"24844",1583,25,27.3,0,0,0,"left","right",0.14622340224613,73.2549657019918,26
"24845",1989,20.25,11.55,0,0,0,"right","right",0.158167577199127,89.5123734463566,33
"24846",1991,37.21,5.25,0,0,0,"right","right",0.0274676012845865,94.8043596043979,33
"24847",2037,18.49,7.35,1,0,0,"right","right",0.139739517599183,93.939249517973,34
"24848",2186,13.69,11.55,0,0,0,"left","right",0.268380348733546,90.7518517717407,36
"24849",2692,22.09,12.6,1,0,0,"right","right",0.144613065691047,88.2077553279756,45
"24850",803,24.01,10.5,0,0,0,"head/body","right",0.113656379265052,90.0558165806074,13
"24851",865,6.76,25.2,0,0,0,"left","right",0.269682168933553,79.605637991288,14
"24852",905,26.01,15.75,0,0,0,"right","right",0.125858480482938,84.6280249090099,15
"24853",1081,44.89,10.5,0,0,0,"right","right",0.0363765690514265,90.1600915039465,18
"24854",1382,31.36,4.2,0,0,0,"right","left",0.0311170023819278,95.8363688794604,23
"24855",1867,17.64,4.2,0,0,0,"head/body","left",0.0971649558609776,97.1868797729405,31
"24856",2490,9,10.5,0,0,0,"left","left",0.407912188051734,92.92604586444,42
"24857",174,12.96,9.45,0,0,0,"head/body","right",0.276392786080123,92.9622724550126,3
"24858",290,7.84,22.05,0,0,0,"right","right",0.293386191427461,82.2225522590974,5
"24859",482,11.56,21,0,0,0,"left","left",0.267338143842654,82.1252312021099,8
"24860",925,28.09,21,0,0,0,"left","right",0.125680732572969,79.2207554874352,15
"24861",1328,12.96,11.55,0,0,0,"left","left",0.285569981364156,90.9180075672581,22
"24862",1839,12.25,8.4,0,0,1,"right","right",0.288443288044555,94.1468135414046,31
"24863",2713,42.25,10.5,0,0,0,"right","right",0.0408186504842003,89.8794331312787,45
"24864",163,30.25,22.05,0,0,0,"left","left",0.115777585785485,78.0401499229723,3
"24865",579,13.69,9.45,1,0,0,"left","left",0.256892046091878,92.7997769393871,10
"24866",1084,18.49,7.35,0,0,0,"left","left",0.139739517599183,93.939249517973,18
"24867",1214,17.64,13.65,1,0,0,"left","left",0.203542719734026,87.8861314429074,20
"24868",1733,31.36,15.75,0,0,0,"left","left",0.0943650191661505,84.2913524627527,29
"24869",1846,17.64,23.1,0,0,0,"left","left",0.200649353488213,78.6209870200063,31
"24870",2771,56.25,12.6,0,0,0,"right","right",0.0278622658253761,90.1877070337194,46
"24871",312,30.25,11.55,0,0,0,"right","right",0.0815005473543506,88.529458374035,5
"24872",452,53.29,18.9,0,0,0,"left","left",0.0434286154747708,83.362546146336,8
"24873",716,12.25,7.35,0,0,0,"head/body","left",0.274996356016555,95.1687186001787,12
"24874",1300,25,28.35,0,0,1,"left","left",0.145587378935165,72.2130355268355,22
"24875",1338,38.44,12.6,0,0,1,"left","left",0.0567671100163858,87.5127053632785,22
"24876",1392,28.09,25.2,0,0,0,"left","right",0.13002358921991,75.033113356704,23
"24877",1678,18.49,10.5,0,0,0,"head/body","left",0.173425819485125,90.8339699671879,28
"24878",1680,36,6.3,0,0,0,"right","right",0.0348616135719158,93.7213422865891,28
"24879",1681,29.16,3.15,1,0,0,"left","right",0.0272217991044415,96.9708621184735,28
"24880",1904,22.09,11.55,0,0,0,"left","left",0.138175500518786,89.2482526439594,32
"24881",2327,19.36,6.3,0,0,0,"head/body","left",0.11447005875059,94.8368050916942,39
"24882",2468,39.69,19.95,0,0,0,"right","right",0.0743733965731493,80.2519694462385,41
"24883",483,44.89,21,0,0,0,"right","right",0.0628470644540942,79.7470507291649,8
"24884",612,34.81,7.35,0,0,1,"head/body","right",0.0429339877534973,92.6535406770837,10
"24885",1318,22.09,10.5,0,0,0,"right","right",0.130675566299735,90.2889699797268,22
"24886",1665,17.64,4.2,0,0,0,"left","right",0.0971649558609776,97.1868797729405,28
"24887",2439,47.61,7.35,0,0,0,"right","right",0.0233135452285748,93.644298278112,41
"24888",2590,34.81,10.5,0,0,0,"head/body","left",0.058667550128949,89.5036652880763,43
"24889",2794,2.25,17.85,0,0,1,"left","left",0.398560308766399,88.0720443727747,47
"24890",2884,25,15.75,0,0,1,"left","left",0.133314637270694,84.7293485163199,48
"24891",240,25,10.5,1,0,0,"left","left",0.106076105769635,89.9513757537927,4
"24892",339,10.89,13.65,0,0,0,"right","right",0.330201057463284,89.3890071541238,6
"24893",477,38.44,9.45,0,0,0,"right","right",0.0444972879260743,90.6587894249642,8
"24894",834,16.81,14.7,0,0,0,"right","right",0.218209603943614,87.0148613743652,14
"24895",1004,11.56,21,0,0,0,"left","right",0.267338143842654,82.1252312021099,17
"24896",1364,31.36,4.2,0,0,0,"head/body","right",0.0311170023819278,95.8363688794604,23
"24897",1597,28.09,22.05,0,0,0,"left","right",0.127220850097658,78.1737206483099,27
